label,message
ham,Project update. Please confirm your availability for the appointment. Let me know if anything changes.
spam,"Final notice payment needed. This offer expires soon, so take action now. Do not miss this opportunity. ."
spam,Limited time offer. We detected unusual activity and need verification immediately. Offer ends very soon.
spam,Claim your prize now. You have been selected for a special bonus offer. Last chance.
spam,Final notice payment needed. You have been selected for a special bonus offer. Limited availability.
spam,Exclusive bonus inside. This is a limited time deal and you should act fast. Do not miss this opportunity.
spam,Urgent account alert. Unlock premium access with this one time opportunity. Last chance.
ham,Lunch plan. Here are the notes for this week and the next steps. Let me know if anything changes.
ham,Homework question. I completed the task and shared the latest version for review. Let me know if anything changes.
spam,"Congratulations you won. Your payment failed, update your information right away. Limited availability. ."
spam,Verify your account today. You have been selected for a special bonus offer. Do not miss this opportunity.
ham,Weekly schedule. Let us meet after class to discuss the assignment. Looking forward to your response.
ham,Homework question. Please review the file and send your feedback when you are free. Let me know if anything changes.
spam,Action required immediately. This is a limited time deal and you should act fast. Offer ends very soon.
ham,Class notes. Can you check this and reply when convenient? Let me know if anything changes.
ham,Order confirmation. Please confirm your availability for the appointment. Please reply when convenient.
ham,Class notes. I completed the task and shared the latest version for review. Please reply when convenient.
ham,Weekly schedule. I completed the task and shared the latest version for review. Please reply when convenient.
ham,Family plan. We need to finalize the timeline before Friday. Looking forward to your response.
spam,Exclusive bonus inside. Click the link to claim your reward before it expires. Last chance.
spam,Limited time offer. Unlock premium access with this one time opportunity. Offer ends very soon.
spam,"Congratulations you won. This offer expires soon, so take action now. Do not miss this opportunity. ."
ham,Lunch plan. The order has been confirmed and details are attached below. Let me know if anything changes.
spam,Exclusive bonus inside. We detected unusual activity and need verification immediately. Do not miss this opportunity.
spam,Action required immediately. Click the link to claim your reward before it expires. Last chance.
spam,"Claim your prize now. Your payment failed, update your information right away. Do not miss this opportunity. ."
ham,Weekly schedule. Let us meet after class to discuss the assignment. I appreciate your time.
ham,Order confirmation. I completed the task and shared the latest version for review. Please reply when convenient.
ham,Family plan. Let us meet after class to discuss the assignment. I appreciate your time.
ham,Class notes. Can you check this and reply when convenient? Thanks for your help.
ham,Meeting reminder. The meeting is scheduled for tomorrow afternoon in the office. Please reply when convenient.
ham,Project update. Please confirm your availability for the appointment. Looking forward to your response.
ham,Order confirmation. Please review the file and send your feedback when you are free. Looking forward to your response.
spam,"Limited time offer. Please confirm your details to receive your prize. No reply is needed, act now. ."
