label,message
spam,Claim your prize now. Click the link to claim your reward before it expires. Offer ends very soon.
spam,Claim your prize now. Your account may be suspended unless you respond now. Last chance.
ham,Family plan. Let us meet after class to discuss the assignment. Let me know if anything changes.
spam,Action required immediately. Unlock premium access with this one time opportunity. Do not miss this opportunity.
spam,"Action required immediately. Do not miss this exclusive reward, claim it today. Limited availability. ."
spam,"Limited time offer. This offer expires soon, so take action now. Last chance. ."
spam,Verify your account today. You have been selected for a special bonus offer. Last chance.
ham,Weekly schedule. Please confirm your availability for the appointment. Let me know if anything changes.
ham,Family plan. The meeting is scheduled for tomorrow afternoon in the office. Thanks for your help.
ham,Department Notice: Urgent Notice: The campus library will close early today at 5 PM due to severe weather conditions. All borrowed materials due today will be automatically renewed.
ham,Family plan. Can you check this and reply when convenient? Let me know if anything changes.
ham,Team discussion. Dinner is planned for Saturday evening at home. I appreciate your time.
spam,"Exclusive bonus inside. We detected unusual activity and need verification immediately. No reply is needed, act now. ."
spam,"Urgent account alert. This offer expires soon, so take action now. Limited availability. ."
ham,Vendor Invoice Confirmation: Your vendor payment of $340.00 for lab equipment supplies has been scheduled for direct deposit on Monday. Confirmation number is 77312.
spam,"Limited time offer. Your payment failed, update your information right away. No reply is needed, act now. ."
spam,"Claim your prize now. This offer expires soon, so take action now. Limited availability. ."
ham,Team discussion. Here are the notes for this week and the next steps. Let me know if anything changes.
spam,"Free gift waiting. Please confirm your details to receive your prize. No reply is needed, act now. ."
ham,Weekly schedule. Please review the file and send your feedback when you are free. I appreciate your time.
spam,Urgent account alert. Click the link to claim your reward before it expires. Do not miss this opportunity.
spam,Congratulations you won. Please confirm your details to receive your prize. Offer ends very soon.
ham,Expense Claim Approved: Your travel reimbursement claim #CLM-401 for attending the conference has been verified and approved by the finance department. Thank you for your cooperation.
spam,"Exclusive bonus inside. Do not miss this exclusive reward, claim it today. Last chance. ."
ham,"Department Notice: Google Account Security: We noticed a new sign-in from a new device. If this was not you, check your recent security activity and verify your account recovery options."
spam,Claim your prize now. Unlock premium access with this one time opportunity. Offer ends very soon.
spam,"Verify your account today. Do not miss this exclusive reward, claim it today. Do not miss this opportunity. ."
spam,Special deal for you. This is a limited time deal and you should act fast. Do not miss this opportunity.
ham,IT Security Notice: Your university single sign-on password will expire in 5 days. Please update your credentials through the internal intranet portal. Do not share your password with anyone. Thank you for your cooperation.
